title,director
"通缉令","提莫·贝克曼贝托夫"
"星际迷航","J·J·艾布拉姆斯"
"暮光之城2：新月","克里斯·韦兹"
"马达加斯加","埃里克·达尼尔 "
"马达加斯加"," 汤姆·麦格拉思"
"宿醉2","托德·菲利普斯"
"岳父岳母真难当","菲利普∙德∙肖伏隆"
"血肉之躯","乔纳森·莱文"
"怪物史瑞克","安德鲁·亚当森 "
"怪物史瑞克"," 维基·詹森"
"蜘蛛侠2","山姆·雷米"
"勇敢传说","马克∙安德鲁斯 "
"勇敢传说"," 布兰达∙查普曼 "
"勇敢传说"," 史蒂夫·普切尔"
"我家买了动物园","卡梅伦·克罗"
"毕业生","迈克·尼科尔斯"
"活埋","罗德里格·科特兹"
"谍影重重4","托尼·吉尔罗伊"
"速度与激情3：东京漂移","林诣彬"
"偷心","迈克·尼科尔斯"
"七个神经病","马丁·麦克唐纳"
"极品飞车","斯科特·沃"
"无敌浩克","路易斯·莱特里尔"
"冷山","安东尼·明格拉"
"锅匠，裁缝，士兵，间谍","托马斯·阿尔弗莱德森"
"终结者2018","约瑟夫·麦克金提·尼彻"
"一树梨花压海棠","阿德里安·莱恩"
"博物馆奇妙夜2","肖恩·利维"
"花木兰","巴里·库克 "
"花木兰"," 托尼·班克罗夫特"
"死在西部的一百万种方式","塞思·麦克法兰"
"别惹我","吕克·贝松"
"全民超人汉考克","彼得·博格"
"天才眼镜狗","罗伯·明可夫"
"女性瘾者：第二部","拉斯·冯·提尔"
"敢死队","西尔维斯特·史泰龙"
"恋爱假期","南希·迈耶斯"
"弗兰克","伦尼·阿伯拉罕森"
"极乐空间","尼尔·布洛姆坎普"
"晚秋","金泰勇"
"夺宝联盟","崔东勋"
"狼少年","赵成熙"
"走到尽头","金成勋"
"人间中毒","金大宇"
"建筑学概论","李勇周"
"汉江怪物","奉俊昊"
"绝密跟踪","曹义锡‍ "
"绝密跟踪"," 金丙书"
"亲切的金子","朴赞郁"
"丑女大翻身","金容华"
"老千2：神之手","姜炯哲"
"触不到的恋人","李铉升"
"色即是空","尹齐均"
"卑劣的街头","庾河"
"比悲伤更悲伤的故事","元泰渊"
"圣殇","金基德"
"流感","金性洙"
"我的黑色小礼服","许仁茂"
"热血青春","李莲雨"
"我的P.S.搭档","卞成贤"
"柏林","柳昇完"
"杀人漫画","金容钧"
"盲","安相勋"
"抓住那个家伙","郑根燮"
"只有你","宋一坤"
"道熙呀","郑朱莉"
"不可饶恕","金亨俊"
"嫌疑人X的献身","方银振"
"我要复仇","朴赞郁"
"王的男人","李濬益"
"好朋友们","李道允"
"邻居","金辉"
"我是杀人犯","郑秉吉"
"欢迎来到东莫村","朴光铉"
"海雾","沈成宝"
"蔷花，红莲","金知云"
"韩公主","李秀镇"
"创可贴","郑基训"
"那小子真帅","李焕庆"
"与犯罪的战争：坏家伙的全盛时代","尹钟彬"
"率性而活","罗喜灿"
"八月照相馆","许秦豪"
"世上最美的离别","闵奎东"
"萨玛利亚女孩","金基德"
"观相","韩在林"
"密阳","李沧东"
"悲伤电影","权宗官"
"老千","崔东勋"
"摩天楼","金志勋"
"七天","元新渊"
"我妻子的一切","闵奎东"
"人狗奇缘","朴恩亨 "
"人狗奇缘"," 吴达均"
"恋爱的温度","鲁德"
"时间","金基德"
"老师的恩惠","林大雄"
"诗","李沧东"
"优雅的谎言","李翰"
"傻瓜","金正权"
"绿洲","李沧东"
"那家伙的声音","朴镇彪"
"铁线虫入侵","朴正祐"
"嫌疑人","元新渊"
"华丽的外出","高京娥"
"我的小小新娘","金豪俊"
"华颐：吞噬怪物的孩子","张俊焕"
"方子传","金大宇"
"收件人不详","金基德"
"莫比乌斯","金基德"
"弓","金基德"
"薄荷糖","李沧东"
"高地战","张勋"
"我的见鬼女友","黄仁镐"
"狼的诱惑","金泰均"
"实尾岛","康佑硕"
"后宫：帝王之妾","金大承"
"孩子们","李圭满"
"同窗","朴信宇"
"呼吸","金基德"
"捉迷藏","许政"
"金馆长对金馆长对金馆长","朴成均Seong-gyun Park"
"计划男","成时翕"
"考死：血之期中考试","尹鸿承"
"宝贝和我","金镇英"
"特工强档","申太罗"
"两个月亮","金东濒"
"天国的邮递员","李亨民"
"野蛮师姐","郭在容"
"密爱","边永柱"
"朋友","郭暻泽"
"朋友2","郭暻泽"
"方糖","李焕庆"
"偷心贼","李贤中"
"寻找金钟旭","张幼珍"
"冠军","李焕庆"
"海盗","李石勋"
"登陆之日","姜帝圭"
"女高怪谈3：狐狸阶梯","尹载然"
"美人图","田允秀"
"假面","梁允豪"
"公司职员","林相润"
"我们的幸福时光","宋海星"
"委托人","孙英胜"
"嚎叫","庾河"
"少年菀得","李翰"
"粉红色高跟鞋","金容钧"
"绿头苍蝇","梁益俊"
"红字","边赫"
"群盗：民乱的时代","尹钟彬"
"好雨时节","许秦豪"
"海云台","尹齐均"
"神之一手","赵范九"
"请别相信她","裴炯俊"
"爱情小说","全桂洙"
"马粥街残酷史","庾河"
"笔仙","安兵基"
"电影就是电影","张勋"
"奥罗拉公主","方银振"
"田禹治","崔东勋"
"美娜的文具店","郑益奂"
"痛症","郭暻泽"
"百万富翁的初恋","金泰均"
"外出","许秦豪"
"神汉流氓","赵珍奎"
"向左爱·向右爱","李翰"
"宠物情人","金炳坤"
"纯情漫画","柳长河"
"共犯","国东锡"
"奶奶强盗团","姜孝镇"
"当男人恋爱时","韩东旭"
"搭讪的法则","吴基焕"
"逆鳞","李宰圭"
"妈妈别哭","金容汉"
"恩娇","郑址宇"
"恋爱操作团","金炫锡"
"今天","李廷香"
"夜关门：欲望之花","林庆洙"
"屏息","赵容善"
"哭泣的男人","李桢凡"
"最终兵器：弓","金韩民"
"高龄化家族","宋海星"
"庆州","张律"
"恐怖故事2","金成浩 "
"恐怖故事2"," 金辉 "
"恐怖故事2"," 郑凡植 "
"恐怖故事2"," 闵奎东"
"火车","边永柱"
"我的野蛮女老师","金庆尚"
"女高怪谈4：声音","崔益焕"
"西洋古董洋果子店","闵奎东"
"恋爱进行时","李言熙"
"我的老婆是大佬","赵珍奎"
"假发","元新渊"
"断箭","郑智泳"
"两个婚礼一个葬礼","金赵光寿"
"彷徨之刃","李正浩"
"结婚前夜","洪智暎"
"芭比","李尚宇"
"双面君王","秋昌民"
"向日葵","姜石范"
"好家伙、坏家伙、怪家伙","金知云"
"不后悔","李宋喜一"
"生死谍变","姜帝圭"
"猫：看见死亡的双眼","Byun Seung-Wook"
"七音符","姜建享"
"优雅的世界","韩在林"
"悲梦","金基德"
"猛男诞生记","申汉率"
"珍妮和朱诺","金豪俊"
"国家代表","金容华"
"马拉松","郑胤澈"
"甜蜜的人生","金知云"
"爱，不爱","李胤基"
"不当交易","柳昇完"
"人形师","郑勇基"
"我的老婆是大佬3","赵珍奎"
"随风而逝","金柱浩"
"白兰","宋海星"
"读心术","权昊英"
"义兄弟","张勋"
"加油站袭击事件","金相辰"
"机器人之恋","朴赞郁"
"现在和相爱的人在一起吗?","郑允秀"
"美景之屋","李洙成"
"26年","曹根贤"
"汉城大劫案","崔东勋"
"情事","李在容"
"舞女纯情","朴英勋"
"胡狼来了","裴亨俊"
"下水井","Jae-Young Shin"
"女高怪谈1：死亡教室","朴歧炯"
"波浪预报","田允秀"
"为了皇帝","朴相骏"
"公寓","安兵基"
"标靶","尹鸿承"
"孝子洞理发师","林赞相"
"深海之战","金志勋"
"车警官","申太罗"
"奇谈","郑凡植 "
"奇谈"," 郑植"
"女高怪谈2：交换日记","金泰勇 "
"女高怪谈2：交换日记"," 闵奎东"
"金钱之味","林常树"
"曾是超人的男子","郑胤澈"
"游戏","尹仁灏"
"荆棘","金泰均"
"春逝","许秦豪"
"苔藓","康佑硕"
"爱情储蓄罐","金正焕"
"谁和她睡过了","金佑成"
"向着炮火","李载汉"
"黄真伊","张允炫"
"奴隶情人","申东烨"
"长腿叔叔","孔正植"
"海岸线","金基德"
"男人使用说明书","李元硕"
"生活的发现","洪尚秀"
"平行理论","权昊英"
"下女","金绮泳"
"中毒","朴英勋"
"我的爱","李翰"
"深夜调频","金相万"
"两个女人","郑允秀"
"朝鲜名侦探：高山乌头花的秘密","金锡允"
"捉奸侦探","金亨俊"
"谁都有秘密","张贤洙"
"幸福","许秦豪"
"女高怪谈5：结伴自杀","李宗容"
"传说的拳头","康佑硕"
"云霄飞车","河正宇"
"在异国","洪尚秀"
"少女怪谈","吴仁天"
"我们善熙","洪尚秀"
"B型男友","崔锡元"
"北村方向","洪尚秀"
"千年狐","李成康"
"绑架门口狗","奉俊昊"
"青春","郭志均"
"醉画仙","林权泽"
"梦精记","丁楚信"
"考死2：教学实习","俞善东"
"我的亲密敌人","林常树"
"绿鱼","李沧东"
"鬼铃","安兵基"
"R2B：回到基地","金东元"
"妻子结婚了","郑允秀"
"一对一","金基德"
"处女心经","洪尚秀"
"顶楼大象","郑升求"
"舞蹈皇后","李石勋"
"间谍","Seung-joon Lee"
"妈妈","崔益焕"
"南方大作战","林顺礼"
"医生","金成洪"
"白色：诅咒的旋律","金曲 "
"白色：诅咒的旋律"," 金宣"
"幸福出租车","박창진"
"韩塞尔与葛雷特","任弼星"
"抽象画中的越南少女","金泰经"
"蓝盐","李铉升"
"娘家母亲","刘成烨"
"可疑的顾客们","曹镇模"
"演员就是演员","申渊植"
"10分钟","李勇胜"
"犯罪少年","疆利官"
"智齿","郑址宇"
"六年之痒","朴贤真"
"罗密欧点","孔水昌"
"不是任何人女儿的海媛","洪尚秀"
"朝鲜美女三剑客","朴济铉"
"基因危机：天才科学家的五日","金性秀"
"精彩的一天","李胤基"
"拯救地球！","张俊焕"
"情侣们","郑勇基"
"八面玲珑的申小姐","朴庸集"
"强哲","安权太"
"夜之女王","金济英"
"我的老婆是大佬2","Heung-sun Jeong"
"我的老婆是大佬2","郑多顺"
"灰姑娘","奉万大"
"我的野蛮初恋","吴钟禄"
"我的哥哥","安权太"
"美丽","全宰洪"
"白色情人节","梁允豪"
"盗亦有道","郑勇基"
"高跟鞋","张镇"
"哥哥我爱你","林泰亨"
"传说中的故乡","金志焕"
"大庆典","李海暎"
"菊花香","李政旭"
"愉快的人生","李濬益"
"变身小姐","丁楚信"
"提线木偶","权英乐"
"花美男连锁恐怖事件","李卷"
"哭泣的拳头","柳昇完"
"突然有一天之D-day","金恩景"
"11时","金炫锡"
"对不起，谢谢你","林顺礼 "
"对不起，谢谢你"," 宋一坤 "
"对不起，谢谢你"," 吴点均 "
"对不起，谢谢你"," 朴兴植"
"逃学威凤","朴光椿"
"梨泰院杀人事件","洪基善"
"家族荣誉4：家门的受难","郑勇基"
"举起金刚","朴建龙"
"鳄鱼藏尸日记","金基德"
"娼","林权泽"
"畅销书","李正浩"
"儿子","张镇"
"第二次爱情","金镇雅"
"577计划","Yi Keun-Woo"
"夜与日","洪尚秀"
"温暖的告别","南泽秀"
"秘密爱","柳勋 "
"秘密爱"," 权志妍"
"青春漫画","李翰"
"人类灭亡报告书","金知云 "
"人类灭亡报告书"," 任弼星"
"解剖学教室","孙泰雄"
"你是我的命运","朴珍杓"
"两个坏小子","朴宪洙"
"玛德琳","朴光椿"
"朝韩梦之队","文贤盛"
"不眠之夜","张建宰"
"IRIS电影版","梁允豪 "
"IRIS电影版"," 金奎泰"
"无防备都市","李相基"
"家族荣誉","郑兴顺"
"猪堕井的那天","洪尚秀"
"官能的法则","权七仁"
"崭新的生活","Ounie Lecomte"
"永无结局的故事","郑用柱"
"少女","崔真星"
"超能力者","金民锡"
"飞吧，爸爸","崔宗泰"
"淘气少女求爱记","尹学烈"
"90分钟","PARK Sun-Uk"
"灵","金泰经"
"火山高校","金泰均"
"爱的蹦极","金大胜"
"回归","李圭满"
"落跑老爸","赵东五"
"夏夏夏","洪尚秀"
"陷阱","金成洪"
"S日记","权宗官"
"我的帕瓦罗蒂","尹宗灿"
"记忆中的风琴","李荣宰"
"初恋大作战","Ahn Cheol-ho"
"怪物","黄仁镐"
"丰山犬","全宰洪"
"懂得又如何","洪尚秀"
"不明影像：绝对点击禁止","金泰经"
"礼物","吴其焕"
"完美广播","权七仁"
"占卜师们","申政元"
"浪漫刺客","尹齐均"
"杀手公司","张镇"
"突然有一天之第四层","权昊英"
"突然有一天之2月29日","郑宗勋"
"青春学堂","Goo Mo"
"时尚王","吴基焕"
"厨房","洪志英"
"武士","金性洙"
"海边的女人","洪尚秀"
"梦精记2","丁楚信"
"大提琴","李宇哲"
"香草","许仁茂"
"胖嘟嘟的革命","闵斗植"
"热情似火","权七仁"
"寄生灵","Ko Seok-jin"
"我的爱在我身边","朴镇彪"
"哭泣的女人","刘冰鉴"
"爱情真可怕","郑宇哲"
"顶级明星","朴重勋"
"人民公厕","陈果 (Fruit Chan)"
"单车上路","林云成"
"鬼镜","金成浩"
"国境之南","安坂石"
"全顺粉女士绑架事件","金相辰"
"胡萝卜小姐","李京美"
"山茶花","行定勋 "
"山茶花"," 韦西·沙赞那庭 "
"山茶花"," 张俊焕Jun-hwan Jeong"
"人民公敌","康佑硕"
"宫女","金美正"
"鼓舞激情","Duane Adler"
"啐啄同时","金炅默"
"马屁王","郑胜求"
"台风","郭暻泽"
"家族荣誉3：家门的复活","郑勇基"
"无籍者","宋海星"
"剧场前","洪尚秀"
"南营洞1985","郑智泳"
"雅典娜：无间谍局","金荣俊 "
"雅典娜：无间谍局"," 金泰勋 "
"雅典娜：无间谍局"," 黄郑贤"
"突然有一天之黑暗森林","金廷珉"
"家族荣誉2：家门的危机","郑勇基"
"极乐岛杀人事件","金韩民"
"失踪","金成洪"
"千万次呼唤","申成涉"
"美术馆旁的动物园","李廷香"
"一番街奇迹","尹齐均"
"坡州","朴燦玉"
"宿命","金海坤"
"音痴诊所","金镇英"
"恋爱的技术","李洙成"
"间谍","吴民浩"
"秘密","尹宰久"
"恋风恋歌","朴大荣"
"那年夏天","赵根植"
"吝啬罗曼史","金郑勋"
"时失2公里","申政元"
"男友从军记","柳升进"
"快递惊魂","赵范九"
"玉熙的电影","洪尚秀"
"蒙面达虎","金相赞 "
"蒙面达虎"," 金贤秀"
"九岁人生","尹仁灏"
"中天","赵东五"
"心心历险记","李正哲"
"早安总统","张镇"
"一夜情","张勋 Hyun Jang "
"一夜情"," 闵龙根 "
"一夜情"," 李宥琳 Yu-lin Lee"
"难为情","金秀玹"
"错爱双鱼座","金衡泰"
"越狱二人组","朴正祐"
"冥王星","申秀媛"
"红眼","金东濒"
"刑事","李明世"
"处女晚餐","林常树"
"影子杀人","朴大民"
"我的小小英雄","金圣勋"
"红色假期黑色婚礼","朴哲洙 "
"红色假期黑色婚礼"," 金泰植"
"解决士","Hyeok-jae Kwon"
"恋空","今井夏木"
"白雪公主杀人事件","中村义洋"
"向阳处的她","三木孝浩"
"我的机器人女友","郭在容"
"关于莉莉周的一切","岩井俊二"
"猫的报恩","森田宏幸"
"白兔糖","萨布"
"热血高校","三池崇史"
"不求上进的玉子","山下敦弘"
"浪客剑心：京都大火篇","大友启史"
"挪威的森林","陈英雄"
"狼狈","蜷川实花"
"浪客剑心","大友启史"
"咒怨","清水崇"
"白夜行","深川荣洋"
"天使之恋","寒竹百合"
"只是爱着你","新城毅彦"
"丈夫得了抑郁症","佐佐部清"
"热血高校2","三池崇史"
"娜娜","大谷健太郎"
"午夜凶铃","中田秀夫"
"花火","北野武"
"听说桐岛要退部","吉田大八"
"恶童","迈克尔·艾里亚斯"
"坏孩子的天空","北野武"
"百变狸猫","高畑勋"
"白金数据","大友启史"
"街角洋果子店","深川荣洋"
"五个扑水的少年","矢口史靖"
"花水木","土井裕泰"
"秋刀鱼之味","小津安二郎"
"我的初恋情人","新城毅彦"
"青之炎","蜷川幸雄"
"梦旅人","岩井俊二"
"东京家族","山田洋次"
"听到涛声","望月智充"
"云的彼端，约定的地方","新海诚"
"永远的三丁目的夕阳","山崎贵"
"下妻物语","中岛哲也"
"乱","黑泽明"
"脑男","泷本智行"
"最终幻想7：圣子降临","野村哲也 "
"最终幻想7：圣子降临"," 野末武志"
"盛夏的方程式","西谷弘"
"月代头布丁","中村义洋"
"渴望","中岛哲也"
"好想告诉你","熊泽尚人"
"追逐繁星的孩子","新海诚"
"我的邻居山田君","高畑勋"
"摇摆少女","矢口史靖"
"狗狗与我的十个约定","本木克英"
"重力小丑","森淳一"
"攻壳机动队2 无罪","押井守"
"心理游戏","汤浅政明"
"魔幻时刻","三谷幸喜"
"小小的家","山田洋次"
"回忆三部曲","大友克洋 "
"回忆三部曲"," 森本晃司 "
"回忆三部曲"," 冈村天斋"
"那年夏天，宁静的海","北野武"
"奇迹","是枝裕和"
"爱的曝光","园子温"
"扶桑花女孩","李相日"
"座头市","北野武"
"多田便利屋","大森立嗣"
"极恶非道","北野武"
"大奥","金子文纪"
"冰冷热带鱼","园子温"
"想要拥抱你","盐田明彦"
"用心棒","黑泽明"
"三分之一","品川祐"
"东京塔","松冈锭司"
"生化危机：诅咒","神谷诚"
"蜂蜜与四叶草","高田雅博"
"黄昏的清兵卫","山田洋次"
"热血高校3","丰田利晃"
"梦","黑泽明"
"庸才","园子温"
"楢山节考","今村昌平"
"室友","古泽健"
"永远的0","山崎贵"
"二重身","安里麻里"
"在世界中心呼唤爱","行定勋"
"咒怨2","清水崇"
"我们的存在(上)","三木孝浩"
"地狱为何恶劣","园子温"
"恶之教典","三池崇史"
"桃花期","大根仁"
"了不起的亡灵","三谷幸喜"
"致亲爱的你","降旗康男"
"她爱上了我的谎","小泉德宏"
"空气人偶","是枝裕和"
"阿基拉","大友克洋"
"极恶非道2","北野武"
"生之欲","黑泽明"
"第八日的蝉","成岛出"
"邻居同居LDK","川村泰祐"
"诈欺游戏 电影版","松山博昭"
"彩虹女神","熊泽尚人"
"大佬","北野武"
"笑之大学","星护"
"秘密","泷田洋二郎"
"鼹鼠之歌","三池崇史"
"向日葵与幼犬的7天","平松惠美子"
"阴阳师","泷田洋二郎"
"杀手阿一","三池崇史"
"我们的存在(下)","三木孝浩"
"永远的三丁目的夕阳之1964","山崎贵"
"神的病历簿2","深川荣洋"
"我们与驻在先生的700日战争","塚本连平"
"十三刺客","三池崇史"
"百万元与苦虫女","棚田由纪"
"阿基里斯与龟","北野武"
"变态假面","福田雄一"
"伊豆的舞女","西河克己"
"切腹","小林正树"
"源氏物语：千年之谜","鶴橋康夫"
"人间失格","荒户源次郎"
"幸福的面包","三岛有纪子"
"追捕","佐藤纯弥"
"借着雨点说爱你","土井裕泰"
"赌博默示录","佐藤東弥"
"恶人","李相日"
"杀戮都市1","佐藤信介"
"记我的母亲","原田真人"
"爆肚风云","三谷幸喜"
"东京塔","源孝志"
"泪光闪闪","土井裕泰"
"生化危机：恶化","神谷诚"
"咖啡时光","侯孝贤"
"鬼来电","三池崇史"
"我只是还没有全力以赴","福田雄一"
"天然子结构","山下敦弘"
"失乐园","森田芳光"
"大奥 永远 右卫门佐·纲吉篇","金子文纪"
"前路漫漫","北川悦吏子"
"菜鸟评审员","永井聪"
"大逃杀2：镇魂歌","深作健太 "
"大逃杀2：镇魂歌"," 深作欣二"
"罗马浴场","武内英树"
"最近，妹妹的样子有点怪","青山裕企 "
"最近，妹妹的样子有点怪"," 伊基公袁"
"御法度","大岛渚"
"晚春","小津安二郎"
"推理要在晚餐后 电影版","土方政人"
"东京奏鸣曲","黑泽清"
"杀戮都市2","佐藤信介"
"天堂之吻","新城毅彦"
"雨月物语","沟口健二"
"杀妻总动员","关口现"
"GO!大暴走","行定勋"
"夏日时光机","本广克行"
"转转","三木聪"
"恋之罪","园子温"
"有顶天酒店","三谷幸喜"
"蛇舌","蜷川幸雄"
"大都会","林太郎"
"早安","小津安二郎"
"烟花","岩井俊二"
"恋爱写真","堤幸彦"
"无法触碰的爱 真人版","天野千寻"
"永远的三丁目的夕阳2","山崎贵"
"只在那里发光","吴美保"
"蒸汽男孩","大友克洋"
"女人步上楼梯时","成濑巳喜男"
"咒怨：终结的开始","落合正幸"
"今天开始恋爱吧","古泽健"
"蜘蛛巢城","黑泽明"
"生活艰难但是快乐","堤幸彦"
"女教師日記 禁じられた性","中田秀夫"
"椿三十郎","黑泽明"
"大菩萨岭","冈本喜八"
"地下幻灯剧画 少女椿","絵津久秋"
"名侦探柯南OVA9：十年后的陌生人","于地纮仁"
"地海传说","宫崎吾朗"
"纯净脆弱的心","新城毅彦"
"机器人大爷","矢口史靖"
"乐与路","三木孝浩"
"情迷意乱","成濑巳喜男"
"翡翠森林：狼与羊","杉井仪三郎"
"乌鸦的拇指","伊藤匡史"
"死神的精度","笕昌也"
"穿越时空的少女","谷口正晃"
"得买新鞋了","北川悦吏子"
"图书馆战争","佐藤信介"
"麦子小姐","吉田恵辅"
"再见，总有一天","李宰汉"
"彼岸花","小津安二郎"
"夏威夷男孩","真田敦"
"鲁邦三世：卡里奥斯特罗城","宫崎骏"
"虫师","大友克洋"
"诈欺游戏 -再生-","松山博昭"
"啄木鸟和雨","冲田修一"
"佛兰德斯的狗","黑田昌郎 Yoshio Kuroda"
"幻之光","是枝裕和"
"东京少女","小中和哉"
"花样男子最终章","石井康晴"
"东京日和","竹中直人"
"清须会议","三谷幸喜"
"神的病历薄","深川荣洋"
"怪谈","小林正树"
"娜娜2","大谷健太郎"
"死者田园祭","寺山修司"
"远山的呼唤","山田洋次"
"Jose与虎与鱼们","犬童一心"
"算计：七天的死亡游戏","中田秀夫"
"母亲","山田洋次"
"午夜凶铃2：贞子缠身","中田秀夫"
"人证","佐藤纯弥"
"幸福的黄手帕","山田洋次"
"咒怨 录像带版","清水崇"
"律政英雄","铃木雅之"
"苦役列车","山下敦弘"
"花","小泉德宏"
"凶暴的男人","北野武"
"奏鸣曲","北野武"
"咕咕是一只猫","犬童一心"
"哆啦A梦：大雄的恐龙","渡边步"
"周围的事","桥口亮辅"
"结婚欺诈师","吉田大八"
"初雪","韩相熙"
"一公升的眼泪","冈村力"
"谈谈情跳跳舞","周防正行"
"生活艰难所以快乐","堤幸彦"
"赌博默示录2","佐藤东弥"
"浮草","小津安二郎"
"寿喜烧西部片","三池崇史"
"我出生了，但……","小津安二郎"
"日本沉没","樋口真嗣"
"铁道员","降旗康男"
"爱之涡","三浦大辅"
"楢山节考","木下惠介"
"她的回忆","森本晃司"
"砂之女","敕使河原宏"
"弟弟","山田洋次"
"寻访千利休","田中光敏"
"咒怨：白老妇","三宅隆太"
"卖梦的两人","西川美和"
"彩虹老人院","犬童一心"
"千年之恋之源氏物语","崛川顿幸 (Tonko Horikawa)"
"再见溪谷","大森立嗣"
"青春残酷物语","大岛渚"
"鳗鱼","今村昌平"
"乌冬","本广克行"
"鬼龙院花子的一生","五社英雄"
"黄色的眼泪","犬童一心"
"浮云","成濑巳喜男"
"乌龟意外之速游","三木聪"
"罗马浴场2","武内英树"
"摇滚新乐团","堤幸彦"
"玩偶","北野武"
"蒲公英","伊丹十三"
"阴阳师2","泷田洋二郎"
"攻壳机动队SSS","神山健治"
"爱犬的奇迹","猪股隆一"
"蓝色青春","丰田利晃"
"神秘列车","吉姆·贾木许"
"租赁猫","荻上直子"
"眼镜","荻上直子"
"完美的蛇颈龙之日","黑泽清"
"诈欺猎人","石井康晴"
"鸭子和野鸭子的投币式自动存放柜","中村义洋"
"亲爱的朋友","两泽和幸"
"琳达！琳达！琳达！","山下敦弘"
"黄色大象","广木隆一"
"乘列车前行","森田芳光"
"四十九天的食谱","棚田由纪"
"一命","三池崇史"
"茶之味","石井克人"
"SP女探员 美之祭品","遊法仁"
"东京少年","平野俊一"
"小好、小麻、佐和子","御法川修"
"海边旅店","守屋健太郎"
"喜欢你","石川宽"
"人狼游戏","熊坂出"
"怪物","中田秀夫"
"蜗牛餐厅","富永麻衣"
"稻草之盾","三池崇史"
"去见小洋葱的母亲","森崎东"
"武士的家用帐","森田芳光"
"爱的捆绑","岩井俊二"
"复仇在我","今村昌平"
"星守之犬","泷本智行"
"麦秋","小津安二郎"
"宇宙兄弟","森义隆"
"恋爱部屋","大九明子"
"道歉大师","水田伸生"
"少年H","降旗康男"
"电车魔女","京谷唯志"
"阿信","富樫森"
"阪急电车 单程15分的奇迹","三宅喜重"
"欢迎来到隔离病房","松尾铃木"
"武士的一分","山田洋次"
"重金摇滚双面人","李斗士男"
"望乡","熊井启"
"百濑，朝向这边","耶云哉治"
"性爱狂想曲","北野武"
"隐剑鬼爪","山田洋次"
"秋日和","小津安二郎"
"刀锋下的爱","下山天"
"D坂杀人事件","窪田将治"
"46亿年之恋","三池崇史"
"暗金丑岛君","山口雅俊"
"鬼娃娃花子","松冈锭司"
"绷带","小林武史"
"苹果核战记","荒牧伸志"
"冬之蝉","伊藤真朱"
"午夜凶铃3：贞相大白","鹤田法男"
"秘密花园","矢口史靖"
"茶泡饭之味","小津安二郎"
"他人之颜","敕使河原宏"
"联合舰队司令长官：山本五十六","成岛出"
"洋芋片","中村义洋"
"自虐之诗","堤幸彦"
"下一站，天国","是枝裕和"
"圆桌","行定勋"
"野良犬","黑泽明"
"诱拐","井坂聪"
"战国英豪","黑泽明"
"大奥","林彻"
"即使这样也不是我做的","周防正行"
"遇人不熟","内田贤治"
"咒怨：黑少女","安里麻里"
"凶恶","白石和弥"
"天国与地狱","黑泽明"
"两个穿运动服的人","中村義洋"
"最后的吸血鬼","北久保弘之"
"兽兵卫忍风帖","川尻善昭"
"我在一家黑公司上班，已经快撑不下去了","佐藤祐市"
"爱我生活","川野浩司"
"纪子的餐桌","园子温"
"妹妹恋人","安藤寻"
"鬼怪屋","大林宣彦"
"等待，只为与你相遇","平川雄一朗"
"子狐物语","河野圭太"
"鬼婆","新藤兼人"
"落叶","今石洋之"
"夺命剑","小林正树"
"一切从遇见你开始","本木克英"
"春雪","行定勋"
"红线","小池健"
"西野的恋爱与冒险","井口奈己"
"礼物","宮岡太郎"
"催眠","落合正幸"
"太阳之歌","小泉德宏"
"导演万岁！","北野武"
"轮回","清水崇"
"砂之器","野村芳太郎"
"感染","落合正幸"
"人狼","冲浦启之"
"鬼来电2","冢本连平"
"放课后","内田贤治"
"禁忌","和島香太郎"
"零","安里麻里"
"苹果核战记2","荒牧伸志"
"你和我","窪田崇"
"佐贺的超级阿嬷","仓内均"
"逆转裁判","三池崇史"
"无限富江","井口昇"
"人造天堂","青山真治"
"鬼来电3","麻生学"
"奴隶区：我和我的23个奴隶","佐藤佐吉"
"鱼的故事","中村义洋"
"武士的食谱","朝原雄三"
"初恋","塙幸成"
"双面北野武","北野武"
"宠物小精灵：超梦的逆袭","汤山邦彦 "
"宠物小精灵：超梦的逆袭"," 迈克尔·海格尼"
"恋之涡","大根仁"
"血与骨","崔洋一"
"相残","青山真治"
"69","李相日"
"修罗雪姬","藤田敏八"
"小早川家之秋","小津安二郎"
"7500航班","清水崇"
"喜欢还是爱","堀内博志"
"春琴抄","西河克己"
"窈窕舞妓","周防正行"
"走私者","石井克人"
"鬼水怪谈","中田秀夫"
"变相黑侠","佐藤嗣麻子"
"多罗罗","盐田明彦"
"绷带俱乐部","堤幸彦"
"殡之森","河濑直美"
"明日之丈","曾利文彦"
"二十四只眼睛","木下惠介"
"东京残酷警察","西村喜广"
"特工绍特","菲利普·诺伊斯"
"机械师","西蒙·韦斯特"
"生死狙击","安东尼·福奎阿"
"功夫之王","罗伯·明可夫"
"霍元甲","于仁泰"
"特种部队2：全面反击","朱浩伟"
"古墓丽影","Simon West"
"007：大战皇家赌场","马丁·坎贝尔"
"赤焰战场","罗伯特·斯文克"
"生死时速","扬·德·邦特"
"偷天换日","F·加里·格雷"
"天龙特攻队","乔·卡纳汉"
"玩命快递","元奎 "
"玩命快递"," 路易斯·莱特里尔"
"国家宝藏","乔·德特杜巴"
"偷天陷阱","乔恩·阿米尔"
"蜘蛛侠3","山姆·雷米"
"虎胆龙威4","伦·怀斯曼"
"突袭","加雷斯·埃文斯"
